D150_VAMP_W_SupCritProf1
1.0	0.0
0.993181	0.00156842
0.972909	0.00478703
0.939737	0.0100999
0.89457	0.0170446
0.838641	0.0247134
0.773474	0.0324085
0.700848	0.0396056
0.622743	0.0461073
0.54129	0.0520147
0.45871	0.0573285
0.377257	0.0618709
0.299152	0.0652781
0.226526	0.0669758
0.161359	0.0660096
0.10543	0.0620023
0.0602631	0.0542718
0.0270914	0.0414468
0.00681934	0.0234472
0.0	0.0
0.00681934	-0.0203324
0.0270914	-0.0377444
0.0602631	-0.0546752
0.10543	-0.0675308
0.161359	-0.0770162
0.226526	-0.0834552
0.299152	-0.0865919
0.377257	-0.0861878
0.45871	-0.0820266
0.54129	-0.0738688
0.622743	-0.0619857
0.700848	-0.0477972
0.773474	-0.0334801
0.838641	-0.0209512
0.89457	-0.0117713
0.939737	-0.00582898
0.972909	-0.00238273
0.993181	-0.00057906
1.0	0.0
